onset	dur	cue	target	high	low	hit	miss	high_hit	high_miss	low_hit	low_miss
2.01260	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
10.54208	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
26.07451	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
48.20437	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
57.12486	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
65.24829	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
77.37149	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
90.29396	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
111.31861	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
120.93859	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
138.96092	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
151.88264	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
166.30540	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
174.92419	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
197.44774	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
205.36682	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
216.88502	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
237.00829	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
255.03097	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
