onset	dur	cue	target	high	low	hit	miss	high_hit	high_miss	low_hit	low_miss
221.09135	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
227.61003	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
246.22992	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
254.34774	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
268.76675	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
300.18695	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
317.60555	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
337.12519	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
345.64303	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
359.26155	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
366.77926	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
373.19664	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
383.81416	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
395.83313	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
407.75108	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
423.26953	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
441.88852	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
450.40578	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
476.82483	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
485.34231	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
493.26005	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
503.77825	1.00000	1.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
523.19667	1.00000	1.00000	0.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
7.04042	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
16.66495	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
23.18491	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
42.20672	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
54.82977	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
61.25103	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
72.87062	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
82.98908	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
92.90956	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
101.04095	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
111.45941	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
132.37835	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
156.49864	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
168.11658	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
179.13674	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
194.15880	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
214.57844	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
224.09840	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
230.71641	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
249.33615	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
259.25404	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
272.67328	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
305.09345	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
321.61188	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
342.13172	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
349.74917	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
363.26785	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
369.68569	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
377.30308	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
387.82039	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
399.73953	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
410.75739	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
426.37596	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
446.89473	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
455.31225	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
481.83115	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
488.24850	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
497.26643	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
507.68446	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
527.30295	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
