onset	dur	cue	target	high	low	hit	miss	high_hit	high_miss	low_hit	low_miss
234.97909	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
248.10040	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
267.12312	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
277.74537	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
302.16813	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
319.28996	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
325.90838	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
340.53072	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
349.04888	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
362.97384	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
371.99158	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
383.01312	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
397.13413	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
406.05269	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
414.47031	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
428.99144	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000
436.50936	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
452.03064	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
461.14849	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
480.67044	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
490.08812	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
498.20594	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000
507.82350	1.00000	0.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000
521.34517	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	0.00000	0.00000
