onset	dur	left	right
5.00723	20.00000	1.00000	0.00000
57.00502	20.00000	1.00000	0.00000
109.00574	20.00000	1.00000	0.00000
165.01000	20.00000	1.00000	0.00000
221.00950	20.00000	1.00000	0.00000
31.00605	20.00000	0.00000	1.00000
83.00507	20.00000	0.00000	1.00000
135.00579	20.00000	0.00000	1.00000
193.00881	20.00000	0.00000	1.00000
251.01203	20.00000	0.00000	1.00000
