onset	dur	left	right
5.00568	20.00000	1.00000	0.00000
57.00312	20.00000	1.00000	0.00000
109.00351	20.00000	1.00000	0.00000
165.00392	20.00000	1.00000	0.00000
219.00597	20.00000	1.00000	0.00000
31.00529	20.00000	0.00000	1.00000
83.00314	20.00000	0.00000	1.00000
135.00399	20.00000	0.00000	1.00000
193.00400	20.00000	0.00000	1.00000
249.00607	20.00000	0.00000	1.00000
