onset	dur	left	right
5.00589	20.00000	1.00000	0.00000
59.00351	20.00000	1.00000	0.00000
111.00368	20.00000	1.00000	0.00000
163.00473	20.00000	1.00000	0.00000
221.00543	20.00000	1.00000	0.00000
31.00565	20.00000	0.00000	1.00000
85.00350	20.00000	0.00000	1.00000
137.00341	20.00000	0.00000	1.00000
191.00458	20.00000	0.00000	1.00000
251.00541	20.00000	0.00000	1.00000
