onset	dur	left	right
5.00508	20.00000	1.00000	0.00000
59.00563	20.00000	1.00000	0.00000
111.00294	20.00000	1.00000	0.00000
167.00622	20.00000	1.00000	0.00000
221.00486	20.00000	1.00000	0.00000
31.00427	20.00000	0.00000	1.00000
85.00311	20.00000	0.00000	1.00000
137.00333	20.00000	0.00000	1.00000
195.00650	20.00000	0.00000	1.00000
251.00753	20.00000	0.00000	1.00000
