onset	dur	left	right
5.00813	20.00000	1.00000	0.00000
57.00609	20.00000	1.00000	0.00000
109.00625	20.00000	1.00000	0.00000
163.00924	20.00000	1.00000	0.00000
217.00923	20.00000	1.00000	0.00000
31.00713	20.00000	0.00000	1.00000
83.00601	20.00000	0.00000	1.00000
135.00651	20.00000	0.00000	1.00000
191.01088	20.00000	0.00000	1.00000
247.01206	20.00000	0.00000	1.00000
