onset	dur	left	right
5.00757	20.00000	1.00000	0.00000
57.00493	20.00000	1.00000	0.00000
111.00538	20.00000	1.00000	0.00000
163.00568	20.00000	1.00000	0.00000
217.00777	20.00000	1.00000	0.00000
31.00647	20.00000	0.00000	1.00000
83.00519	20.00000	0.00000	1.00000
137.00556	20.00000	0.00000	1.00000
191.00606	20.00000	0.00000	1.00000
247.00762	20.00000	0.00000	1.00000
