onset	dur	left	right
5.00534	20.00000	1.00000	0.00000
57.00373	20.00000	1.00000	0.00000
111.00387	20.00000	1.00000	0.00000
167.00454	20.00000	1.00000	0.00000
221.00620	20.00000	1.00000	0.00000
31.00507	20.00000	0.00000	1.00000
83.00365	20.00000	0.00000	1.00000
137.00439	20.00000	0.00000	1.00000
195.00457	20.00000	0.00000	1.00000
251.00660	20.00000	0.00000	1.00000
