onset	dur	left	right
5.00890	20.00000	1.00000	0.00000
57.00645	20.00000	1.00000	0.00000
111.00894	20.00000	1.00000	0.00000
163.00764	20.00000	1.00000	0.00000
221.01324	20.00000	1.00000	0.00000
31.00836	20.00000	0.00000	1.00000
83.00652	20.00000	0.00000	1.00000
137.00702	20.00000	0.00000	1.00000
191.00939	20.00000	0.00000	1.00000
251.01235	20.00000	0.00000	1.00000
