onset	dur	left	right
5.00795	20.00000	1.00000	0.00000
59.00606	20.00000	1.00000	0.00000
111.00633	20.00000	1.00000	0.00000
163.00679	20.00000	1.00000	0.00000
217.00906	20.00000	1.00000	0.00000
31.00746	20.00000	0.00000	1.00000
85.00628	20.00000	0.00000	1.00000
137.00655	20.00000	0.00000	1.00000
191.00719	20.00000	0.00000	1.00000
247.00933	20.00000	0.00000	1.00000
