onset	dur	left	right
5.00723	20.00000	1.00000	0.00000
57.00492	20.00000	1.00000	0.00000
111.00473	20.00000	1.00000	0.00000
163.00568	20.00000	1.00000	0.00000
217.00792	20.00000	1.00000	0.00000
31.00601	20.00000	0.00000	1.00000
83.00466	20.00000	0.00000	1.00000
137.00502	20.00000	0.00000	1.00000
191.00585	20.00000	0.00000	1.00000
247.00707	20.00000	0.00000	1.00000
