onset	dur	left	right
5.00929	20.00000	1.00000	0.00000
57.00747	20.00000	1.00000	0.00000
111.00788	20.00000	1.00000	0.00000
163.00856	20.00000	1.00000	0.00000
217.01070	20.00000	1.00000	0.00000
31.00767	20.00000	0.00000	1.00000
83.00740	20.00000	0.00000	1.00000
137.00808	20.00000	0.00000	1.00000
191.00860	20.00000	0.00000	1.00000
247.01049	20.00000	0.00000	1.00000
