onset	dur	left	right
5.00600	20.00000	1.00000	0.00000
57.00380	20.00000	1.00000	0.00000
109.00446	20.00000	1.00000	0.00000
165.00455	20.00000	1.00000	0.00000
221.00684	20.00000	1.00000	0.00000
31.00545	20.00000	0.00000	1.00000
83.00390	20.00000	0.00000	1.00000
135.00438	20.00000	0.00000	1.00000
193.00464	20.00000	0.00000	1.00000
251.00667	20.00000	0.00000	1.00000
