onset	dur	left	right
5.00502	20.00000	1.00000	0.00000
57.00267	20.00000	1.00000	0.00000
109.00338	20.00000	1.00000	0.00000
165.00399	20.00000	1.00000	0.00000
221.00551	20.00000	1.00000	0.00000
31.00395	20.00000	0.00000	1.00000
83.00271	20.00000	0.00000	1.00000
135.00361	20.00000	0.00000	1.00000
193.00513	20.00000	0.00000	1.00000
251.00547	20.00000	0.00000	1.00000
