onset	dur	left	right
5.00478	20.00000	1.00000	0.00000
59.00247	20.00000	1.00000	0.00000
111.00272	20.00000	1.00000	0.00000
163.00347	20.00000	1.00000	0.00000
221.00644	20.00000	1.00000	0.00000
31.00416	20.00000	0.00000	1.00000
85.00235	20.00000	0.00000	1.00000
137.00289	20.00000	0.00000	1.00000
191.00361	20.00000	0.00000	1.00000
251.00485	20.00000	0.00000	1.00000
