onset	dur	dec	out	ev	lik	rpe
4.75866	0.61187	1.00000	0.00000	-0.46779	-0.17750	0.00000
15.00843	0.63614	1.00000	0.00000	-0.49896	-0.21955	0.00000
25.25849	0.73726	1.00000	0.00000	0.46783	0.27380	0.00000
33.50858	0.85901	1.00000	0.00000	-0.49997	-0.26292	0.00000
45.75862	0.61040	1.00000	0.00000	0.46779	0.27284	0.00000
58.00838	0.58123	1.00000	0.00000	0.49896	0.27380	0.00000
68.25903	0.68471	1.00000	0.00000	0.49997	0.27383	0.00000
76.50899	0.63311	1.00000	0.00000	0.50000	0.27383	0.00000
86.75922	0.68581	1.00000	0.00000	0.50000	0.27383	0.00000
95.00915	0.55059	1.00000	0.00000	0.50000	0.27383	0.00000
105.25920	0.77063	1.00000	0.00000	0.50000	0.27383	0.00000
113.50962	0.54016	1.00000	0.00000	-0.46883	-0.22230	0.00000
125.75957	0.88408	1.00000	0.00000	0.46880	0.27283	0.00000
134.00983	0.63531	1.00000	0.00000	-0.46779	-0.21954	0.00000
146.25962	0.55615	1.00000	0.00000	-0.46880	-0.18020	0.00000
154.51041	0.81163	1.00000	0.00000	-0.49896	-0.22086	0.00000
164.76014	0.50969	1.00000	0.00000	-0.49900	-0.21959	0.00000
177.01027	1.16181	1.00000	0.00000	-0.49997	-0.22090	0.00000
187.26073	0.66823	1.00000	0.00000	0.46779	0.27380	0.00000
195.51062	0.87615	1.00000	0.00000	0.49896	0.27462	0.00000
205.76087	0.70893	1.00000	0.00000	0.49997	0.27464	0.00000
218.01098	0.99979	1.00000	0.00000	-0.46780	-0.17750	0.00000
228.26141	0.80513	1.00000	0.00000	-0.49896	-0.21954	0.00000
242.51125	0.63933	1.00000	0.00000	-0.49997	-0.22090	0.00000
254.76123	0.61758	1.00000	0.00000	0.46779	0.27380	0.00000
265.01156	0.74117	1.00000	0.00000	-0.46883	-0.17889	0.00000
275.26145	0.50313	1.00000	0.00000	-0.49997	-0.22222	0.00000
300.01957	0.89907	1.00000	0.00000	0.46779	0.27377	0.00000
308.26962	0.60916	1.00000	0.00000	0.49896	0.27460	0.00000
320.52006	0.83716	1.00000	0.00000	0.49997	0.27462	0.00000
332.77022	0.56737	1.00000	0.00000	0.50000	0.27462	0.00000
341.02074	0.81445	1.00000	0.00000	0.50000	0.27462	0.00000
351.27248	0.58886	1.00000	0.00000	-0.49900	-0.26301	0.00000
361.52290	0.69826	1.00000	0.00000	-0.49997	-0.26431	0.00000
8.50404	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03221
18.75405	1.75000	0.00000	1.00000	0.00000	0.00000	0.99896
29.00439	1.75000	0.00000	1.00000	0.00000	0.00000	-0.96783
39.25444	1.75000	0.00000	1.00000	0.00000	0.00000	0.99997
53.50467	1.75000	0.00000	1.00000	0.00000	0.00000	0.03221
63.75463	1.75000	0.00000	1.00000	0.00000	0.00000	0.00104
72.00473	1.75000	0.00000	1.00000	0.00000	0.00000	0.00003
80.25505	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
90.50502	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
100.75520	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
109.00543	1.75000	0.00000	1.00000	0.00000	0.00000	-1.00000
119.25550	1.75000	0.00000	1.00000	0.00000	0.00000	0.96883
129.50559	1.75000	0.00000	1.00000	0.00000	0.00000	-0.96880
141.75581	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03221
150.00596	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03120
158.25586	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00104
170.50612	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00100
180.75641	1.75000	0.00000	1.00000	0.00000	0.00000	0.99997
191.00648	1.75000	0.00000	1.00000	0.00000	0.00000	0.03221
199.25678	1.75000	0.00000	1.00000	0.00000	0.00000	0.00104
209.50671	1.75000	0.00000	1.00000	0.00000	0.00000	-0.99997
223.75695	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03220
236.00720	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00104
250.25721	1.75000	0.00000	1.00000	0.00000	0.00000	0.99997
260.50736	1.75000	0.00000	1.00000	0.00000	0.00000	-0.96779
270.75766	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03117
279.00758	1.75000	0.00000	1.00000	0.00000	0.00000	0.99997
0.00000	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
0.00000	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
303.76581	1.75000	0.00000	1.00000	0.00000	0.00000	0.03221
316.01591	1.75000	0.00000	1.00000	0.00000	0.00000	0.00104
328.26604	1.75000	0.00000	1.00000	0.00000	0.00000	0.00003
336.51635	1.75000	0.00000	1.00000	0.00000	0.00000	0.00000
344.76685	1.75000	0.00000	1.00000	0.00000	0.00000	-1.00000
355.01837	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00100
365.26642	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00003
