onset	dur	dec	out	ev	lik	rpe
4.76611	0.69844	1.00000	0.00000	-0.54367	-0.16961	0.00000
19.01240	0.85687	1.00000	0.00000	0.26500	0.20772	0.00000
33.26203	0.74589	1.00000	0.00000	0.41972	0.24283	0.00000
41.51249	0.92371	1.00000	0.00000	-0.54367	-0.58764	0.00000
51.76506	0.76617	1.00000	0.00000	0.44933	0.24841	0.00000
64.01516	0.82409	1.00000	0.00000	0.45499	0.24944	0.00000
72.26497	0.76046	1.00000	0.00000	0.45607	0.24964	0.00000
80.51537	0.91897	1.00000	0.00000	0.45628	0.24968	0.00000
88.76580	0.74727	1.00000	0.00000	0.45632	0.24969	0.00000
101.01581	0.90364	1.00000	0.00000	0.45633	0.24969	0.00000
113.26553	0.65035	1.00000	0.00000	0.45633	0.24969	0.00000
123.51576	0.76985	1.00000	0.00000	-0.54367	-0.28392	0.00000
131.76599	0.60604	1.00000	0.00000	-0.35234	-0.05530	0.00000
144.01606	0.64686	1.00000	0.00000	0.30161	0.21698	0.00000
152.26660	0.66552	1.00000	0.00000	-0.38194	-0.07250	0.00000
162.51665	0.60180	1.00000	0.00000	0.29594	0.21559	0.00000
170.76640	0.69408	1.00000	0.00000	-0.38303	-0.07313	0.00000
183.01666	0.60141	1.00000	0.00000	-0.54367	-0.18830	0.00000
193.26691	1.21722	1.00000	0.00000	0.26500	0.19944	0.00000
203.51689	0.83711	1.00000	0.00000	-0.38895	-0.09477	0.00000
211.76698	0.79155	1.00000	0.00000	0.29460	0.20742	0.00000
220.01744	0.72654	1.00000	0.00000	0.42539	0.23783	0.00000
230.26769	0.80042	1.00000	0.00000	-0.35826	-0.07663	0.00000
238.51817	1.52879	1.00000	0.00000	-0.51293	-0.17249	0.00000
246.76775	0.80158	1.00000	0.00000	-0.50820	-0.15162	0.00000
255.01788	0.68046	1.00000	0.00000	0.27179	0.20795	0.00000
265.26812	0.79619	1.00000	0.00000	0.42102	0.24193	0.00000
275.51864	0.81241	1.00000	0.00000	-0.53779	-0.27661	0.00000
285.76819	0.68085	1.00000	0.00000	-0.54255	-0.27937	0.00000
294.01866	0.79155	1.00000	0.00000	-0.35910	-0.05932	0.00000
306.26902	0.79807	1.00000	0.00000	-0.54346	-0.55584	0.00000
316.51909	0.59202	1.00000	0.00000	0.26504	-0.19105	0.00000
326.76906	0.60697	1.00000	0.00000	0.30031	0.17288	0.00000
339.01929	0.61775	1.00000	0.00000	0.42648	0.20947	0.00000
351.26922	0.87081	1.00000	0.00000	-0.38894	-0.55480	0.00000
361.51963	0.73830	1.00000	0.00000	0.29460	-0.26338	0.00000
12.50600	1.75000	0.00000	1.00000	0.00000	0.00000	0.96034
24.75721	1.75000	0.00000	1.00000	0.00000	0.00000	0.15167
37.00798	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00306
47.25876	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03966
59.51156	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03266
67.76108	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03832
76.01125	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03941
84.26110	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03961
96.51134	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03965
104.76149	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03966
117.01173	1.75000	0.00000	1.00000	0.00000	0.00000	-1.03966
127.26176	1.75000	0.00000	1.00000	0.00000	0.00000	-0.03966
135.51195	1.75000	0.00000	1.00000	0.00000	0.00000	0.76901
147.76209	1.75000	0.00000	1.00000	0.00000	0.00000	-0.88494
156.01209	1.75000	0.00000	1.00000	0.00000	0.00000	0.79861
166.26405	1.75000	0.00000	1.00000	0.00000	0.00000	-0.87928
174.51261	1.75000	0.00000	1.00000	0.00000	0.00000	-0.20031
186.76294	1.75000	0.00000	1.00000	0.00000	0.00000	0.96034
199.01289	1.75000	0.00000	1.00000	0.00000	0.00000	-0.84833
207.26304	1.75000	0.00000	1.00000	0.00000	0.00000	0.80561
215.51329	1.75000	0.00000	1.00000	0.00000	0.00000	0.12206
225.76347	1.75000	0.00000	1.00000	0.00000	0.00000	-1.00872
234.01348	1.75000	0.00000	1.00000	0.00000	0.00000	-0.22507
242.26371	1.75000	0.00000	1.00000	0.00000	0.00000	-0.07040
250.51383	1.75000	0.00000	1.00000	0.00000	0.00000	0.92486
260.76396	1.75000	0.00000	1.00000	0.00000	0.00000	0.14488
271.01421	1.75000	0.00000	1.00000	0.00000	0.00000	-1.00435
281.26440	1.75000	0.00000	1.00000	0.00000	0.00000	-0.04554
289.51444	1.75000	0.00000	1.00000	0.00000	0.00000	-0.04079
301.76457	1.75000	0.00000	1.00000	0.00000	0.00000	0.77576
310.01483	1.75000	0.00000	1.00000	0.00000	0.00000	0.96012
320.26481	1.75000	0.00000	1.00000	0.00000	0.00000	-0.84838
332.51502	1.75000	0.00000	1.00000	0.00000	0.00000	0.11635
344.76512	1.75000	0.00000	1.00000	0.00000	0.00000	-0.00981
355.01552	1.75000	0.00000	1.00000	0.00000	0.00000	0.80561
367.26554	1.75000	0.00000	1.00000	0.00000	0.00000	-0.87794
