onset	dur	dec	out	ev	lik	rpe
4.76737	0.43079	1.00000	0.00000	-0.33198	-0.17372	0.00000
15.01345	0.73731	1.00000	0.00000	-0.33198	-0.17372	0.00000
25.26333	0.56137	1.00000	0.00000	0.27045	0.25349	0.00000
33.51367	0.61900	1.00000	0.00000	-0.09247	0.05963	0.00000
43.76670	0.46923	1.00000	0.00000	0.36567	0.27639	0.00000
58.01676	0.46602	1.00000	0.00000	-0.05461	0.08971	0.00000
66.26766	0.72498	1.00000	0.00000	0.38072	0.27932	0.00000
76.51685	0.65958	1.00000	0.00000	-0.04863	0.09425	0.00000
84.76726	0.48136	1.00000	0.00000	-0.33198	-0.29049	0.00000
93.01780	0.45281	1.00000	0.00000	-0.33198	-0.29049	0.00000
103.26745	0.50620	1.00000	0.00000	-0.21932	-0.05695	0.00000
115.51783	1.09092	1.00000	0.00000	-0.33198	-0.22088	0.00000
125.76782	0.41883	1.00000	0.00000	0.27045	0.23965	0.00000
134.01791	0.68467	1.00000	0.00000	-0.09247	0.02105	0.00000
146.26860	0.70780	1.00000	0.00000	-0.23676	-0.12066	0.00000
154.51823	0.50617	1.00000	0.00000	-0.28719	-0.59893	0.00000
164.76822	0.70203	1.00000	0.00000	0.30831	0.25901	0.00000
179.01867	0.58156	1.00000	0.00000	0.52501	0.29821	0.00000
189.26843	1.22898	1.00000	0.00000	0.00874	0.12268	0.00000
199.51876	0.48047	1.00000	0.00000	-0.19652	-0.05197	0.00000
207.76878	0.54162	1.00000	0.00000	-0.31417	-0.21172	0.00000
220.01930	1.31792	1.00000	0.00000	-0.32490	-0.22296	0.00000
232.26920	1.32404	1.00000	0.00000	-0.27812	-0.12003	0.00000
240.51923	0.84389	1.00000	0.00000	-0.31057	-0.15409	0.00000
252.76942	0.54671	1.00000	0.00000	-0.32916	-0.17974	0.00000
261.01950	1.13078	1.00000	0.00000	-0.33086	-0.18153	0.00000
271.27036	0.79060	1.00000	0.00000	-0.32347	-0.16520	0.00000
279.51974	0.87139	1.00000	0.00000	0.27383	0.25433	0.00000
291.77041	1.34660	1.00000	0.00000	-0.33153	-0.40781	0.00000
302.02020	0.67780	1.00000	0.00000	0.27062	0.14800	0.00000
310.27038	0.79590	1.00000	0.00000	0.51003	0.25313	0.00000
322.52068	1.10221	1.00000	0.00000	0.00278	-0.07584	0.00000
330.77057	0.87741	1.00000	0.00000	0.40354	0.21615	0.00000
343.02178	0.61124	1.00000	0.00000	0.56287	0.26689	0.00000
351.27209	0.51880	1.00000	0.00000	0.62622	0.28019	0.00000
361.52115	1.47586	1.00000	0.00000	0.65140	0.28465	0.00000
10.50717	1.75000	0.00000	1.00000	0.00000	0.00000	-0.05691
18.75841	1.75000	0.00000	1.00000	0.00000	0.00000	0.94309
29.00927	1.75000	0.00000	1.00000	0.00000	0.00000	-0.65934
39.25996	1.75000	0.00000	1.00000	0.00000	0.00000	0.70358
51.51395	1.75000	0.00000	1.00000	0.00000	0.00000	-0.75456
61.76302	1.75000	0.00000	1.00000	0.00000	0.00000	0.66572
72.01298	1.75000	0.00000	1.00000	0.00000	0.00000	-0.76961
80.26450	1.75000	0.00000	1.00000	0.00000	0.00000	-0.34026
88.51328	1.75000	0.00000	1.00000	0.00000	0.00000	-0.05691
98.76358	1.75000	0.00000	1.00000	0.00000	0.00000	-0.05691
107.01347	1.75000	0.00000	1.00000	0.00000	0.00000	-0.16956
119.26387	1.75000	0.00000	1.00000	0.00000	0.00000	0.94309
129.51367	1.75000	0.00000	1.00000	0.00000	0.00000	-0.65934
139.76418	1.75000	0.00000	1.00000	0.00000	0.00000	-0.29642
150.01475	1.75000	0.00000	1.00000	0.00000	0.00000	0.84787
160.26433	1.75000	0.00000	1.00000	0.00000	0.00000	-0.10170
170.51473	1.75000	0.00000	1.00000	0.00000	0.00000	0.30281
182.76470	1.75000	0.00000	1.00000	0.00000	0.00000	-0.91390
193.01464	1.75000	0.00000	1.00000	0.00000	0.00000	-0.39763
203.26479	1.75000	0.00000	1.00000	0.00000	0.00000	-0.19237
213.51501	1.75000	0.00000	1.00000	0.00000	0.00000	-0.07472
227.76531	1.75000	0.00000	1.00000	0.00000	0.00000	-0.06399
236.01543	1.75000	0.00000	1.00000	0.00000	0.00000	-0.11077
244.26556	1.75000	0.00000	1.00000	0.00000	0.00000	-0.07832
256.51570	1.75000	0.00000	1.00000	0.00000	0.00000	-0.05973
264.76604	1.75000	0.00000	1.00000	0.00000	0.00000	-0.05803
275.01604	1.75000	0.00000	1.00000	0.00000	0.00000	0.93458
283.26592	1.75000	0.00000	1.00000	0.00000	0.00000	-0.66272
295.51619	1.75000	0.00000	1.00000	0.00000	0.00000	0.94264
305.76611	1.75000	0.00000	1.00000	0.00000	0.00000	0.34049
318.01669	1.75000	0.00000	1.00000	0.00000	0.00000	-0.89892
326.26649	1.75000	0.00000	1.00000	0.00000	0.00000	0.60833
336.51693	1.75000	0.00000	1.00000	0.00000	0.00000	0.20757
346.76751	1.75000	0.00000	1.00000	0.00000	0.00000	0.04824
357.01729	1.75000	0.00000	1.00000	0.00000	0.00000	-0.01511
369.26716	1.75000	0.00000	1.00000	0.00000	0.00000	-0.04029
