onset	dur	dec	out	ev	lik	rpe
4.75837	0.73745	1.00000	0.00000	0.30738	-0.11457	0.00000
17.00832	0.65051	1.00000	0.00000	0.49024	-0.02769	0.00000
25.25853	1.03958	1.00000	0.00000	0.53817	-0.00540	0.00000
37.50873	0.67831	1.00000	0.00000	0.34406	0.13693	0.00000
51.75871	0.95615	1.00000	0.00000	-0.23808	-0.12134	0.00000
62.00887	0.91524	1.00000	0.00000	-0.18721	-0.00111	0.00000
70.25898	0.90073	1.00000	0.00000	0.36063	0.21066	0.00000
78.50919	0.73373	1.00000	0.00000	0.50420	0.24972	0.00000
86.75910	0.66764	1.00000	0.00000	0.54182	0.25881	0.00000
103.00931	0.91227	1.00000	0.00000	-0.39064	-0.19345	0.00000
115.25947	0.74425	1.00000	0.00000	-0.18625	0.01758	0.00000
125.50984	0.70581	1.00000	0.00000	0.36088	0.22232	0.00000
133.75948	1.10935	1.00000	0.00000	-0.43062	-0.19003	0.00000
142.01027	0.90659	1.00000	0.00000	-0.44110	-0.19485	0.00000
150.26050	0.90460	1.00000	0.00000	0.29410	0.13562	0.00000
158.51010	0.82989	1.00000	0.00000	-0.23367	-0.08870	0.00000
172.76100	0.94883	1.00000	0.00000	0.34845	0.16164	0.00000
183.01039	0.63821	1.00000	0.00000	0.50101	0.21093	0.00000
191.26139	0.93980	1.00000	0.00000	-0.19695	-0.07118	0.00000
203.51295	0.64999	1.00000	0.00000	0.35808	0.16499	0.00000
211.76081	0.83925	1.00000	0.00000	-0.25117	-0.10507	0.00000
220.01093	1.34114	1.00000	0.00000	-0.23441	-0.02139	0.00000
232.26136	1.56965	1.00000	0.00000	-0.39407	-0.09916	0.00000
244.51120	0.62181	1.00000	0.00000	-0.38968	-0.07709	0.00000
252.76150	0.76121	1.00000	0.00000	0.30757	0.20702	0.00000
261.01188	0.74769	1.00000	0.00000	-0.43152	-0.18399	0.00000
271.26187	1.12127	1.00000	0.00000	0.29661	0.14174	0.00000
281.51197	1.22380	1.00000	0.00000	-0.24764	-0.39992	0.00000
289.76217	0.79536	1.00000	0.00000	0.48742	0.24615	0.00000
302.01258	1.12399	1.00000	0.00000	-0.39314	-0.18804	0.00000
312.26276	1.12444	1.00000	0.00000	-0.43127	-0.20552	0.00000
320.51351	0.85955	1.00000	0.00000	-0.20051	0.01594	0.00000
332.76279	0.87282	1.00000	0.00000	0.35714	0.22426	0.00000
343.01284	0.67231	1.00000	0.00000	-0.44127	-0.19448	0.00000
355.26357	1.36710	1.00000	0.00000	-0.23465	0.00156	0.00000
363.51354	0.75018	1.00000	0.00000	-0.44389	-0.12290	0.00000
10.50400	1.75000	0.00000	1.00000	0.00000	0.00000	0.30373
20.75420	1.75000	0.00000	1.00000	0.00000	0.00000	0.12087
33.00440	1.75000	0.00000	1.00000	0.00000	0.00000	-0.92705
43.25467	1.75000	0.00000	1.00000	0.00000	0.00000	-0.73295
55.50491	1.75000	0.00000	1.00000	0.00000	0.00000	-0.15081
65.75491	1.75000	0.00000	1.00000	0.00000	0.00000	0.79832
74.00487	1.75000	0.00000	1.00000	0.00000	0.00000	0.25048
82.25494	1.75000	0.00000	1.00000	0.00000	0.00000	0.10691
94.50529	1.75000	0.00000	1.00000	0.00000	0.00000	-0.93071
110.75559	1.75000	0.00000	1.00000	0.00000	0.00000	0.00175
121.00555	1.75000	0.00000	1.00000	0.00000	0.00000	0.79737
129.25564	1.75000	0.00000	1.00000	0.00000	0.00000	-0.74977
137.50595	1.75000	0.00000	1.00000	0.00000	0.00000	0.04173
145.75588	1.75000	0.00000	1.00000	0.00000	0.00000	1.05221
154.00611	1.75000	0.00000	1.00000	0.00000	0.00000	-0.68298
164.25645	1.75000	0.00000	1.00000	0.00000	0.00000	0.84478
176.50633	1.75000	0.00000	1.00000	0.00000	0.00000	0.26266
186.75667	1.75000	0.00000	1.00000	0.00000	0.00000	-0.88990
197.00735	1.75000	0.00000	1.00000	0.00000	0.00000	0.80806
207.25671	1.75000	0.00000	1.00000	0.00000	0.00000	-0.74697
215.50704	1.75000	0.00000	1.00000	0.00000	0.00000	-0.13771
225.75704	1.75000	0.00000	1.00000	0.00000	0.00000	-0.15448
236.00737	1.75000	0.00000	1.00000	0.00000	0.00000	0.00518
248.25742	1.75000	0.00000	1.00000	0.00000	0.00000	1.00079
256.50750	1.75000	0.00000	1.00000	0.00000	0.00000	-0.69646
264.75783	1.75000	0.00000	1.00000	0.00000	0.00000	1.04263
275.00782	1.75000	0.00000	1.00000	0.00000	0.00000	0.31451
285.25805	1.75000	0.00000	1.00000	0.00000	0.00000	-0.14125
297.50822	1.75000	0.00000	1.00000	0.00000	0.00000	-0.87631
307.75855	1.75000	0.00000	1.00000	0.00000	0.00000	0.00426
316.00854	1.75000	0.00000	1.00000	0.00000	0.00000	0.04239
326.25873	1.75000	0.00000	1.00000	0.00000	0.00000	0.81162
338.50897	1.75000	0.00000	1.00000	0.00000	0.00000	-0.74603
348.75911	1.75000	0.00000	1.00000	0.00000	0.00000	0.05238
359.00915	1.75000	0.00000	1.00000	0.00000	0.00000	-0.15424
367.25934	1.75000	0.00000	1.00000	0.00000	0.00000	0.05500
